44.0,24.0
43.0,24.0
43.0,24.0
43.0,24.0
43.0,24.0
20.0,24.0
20.0,24.0
44.0,22.0
44.0,22.0
44.0,22.0
44.0,22.0
44.0,22.0
21.0,28.0
10.0,138.0
20.0,30.0
20.0,30.0
21.0,29.0
